Información
En Granada se encuentra el árbol (Yarumo) en una cantidad de 4688
En Cisneros se encuentra el árbol (Guayacán) en una cantidad de 4820
En Vegachí se encuentra el árbol (Chorisia) en una cantidad de 4766
En Caldas se encuentra el árbol (Guayacán) en una cantidad de 941
En Murindó se encuentra el árbol (Almendro) en una cantidad de 3095
En San Vicente se encuentra el árbol (Yarumo) en una cantidad de 1981
En Nechí se encuentra el árbol (Palma de cera) en una cantidad de 4455
En San Rafael se encuentra el árbol (Laurel) en una cantidad de 447
En Carmen de Viboral se encuentra el árbol (Laurel) en una cantidad de 3944
En Andes se encuentra el árbol (Tamarindo) en una cantidad de 4578
En Sonsón se encuentra el árbol (Aguacate) en una cantidad de 3875
En Támesis se encuentra el árbol (Chingalé) en una cantidad de 2176
En Guadalupe se encuentra el árbol (Arrayán) en una cantidad de 4123
En Andes se encuentra el árbol (Arrayán) en una cantidad de 4061
En San Juan de Urabá se encuentra el árbol (Chorisia) en una cantidad de 3358
En Yolombó se encuentra el árbol (Cuerno de alce) en una cantidad de 3314
En Rionegro se encuentra el árbol (Cafeto) en una cantidad de 3433
En San Andrés de Cuerquía se encuentra el árbol (Higuerón) en una cantidad de 4233
En Gómez Plata se encuentra el árbol (Roble) en una cantidad de 3133
En San Andrés de Cuerquía se encuentra el árbol (Chagualo) en una cantidad de 2524
En Mutatá se encuentra el árbol (Roble) en una cantidad de 1216
En El Bagre se encuentra el árbol (Papaya) en una cantidad de 3382
En Itagüí se encuentra el árbol (Algarrobo) en una cantidad de 562
En Caldas se encuentra el árbol (Cedro) en una cantidad de 2505
En Urrao se encuentra el árbol (Caucho) en una cantidad de 2042
En Arboletes se encuentra el árbol (Mango) en una cantidad de 328
En Copacabana se encuentra el árbol (Arrayán) en una cantidad de 4490
En Uramita se encuentra el árbol (Palo blanco) en una cantidad de 4346
En Sonsón se encuentra el árbol (Arrayán) en una cantidad de 1924
En Angostura se encuentra el árbol (Arrayán) en una cantidad de 2614
En San Andrés de Cuerquía se encuentra el árbol (Laurel) en una cantidad de 2401
En El Carmen de Viboral se encuentra el árbol (Chingalé) en una cantidad de 3486
En Alejandría se encuentra el árbol (Aguacate) en una cantidad de 1323
En Itagüí se encuentra el árbol (Algarrobo) en una cantidad de 259
En Valdivia se encuentra el árbol (Ceiba) en una cantidad de 1222
En San Andrés de Cuerquía se encuentra el árbol (Guamo) en una cantidad de 4052
En Vegachí se encuentra el árbol (Granadillo) en una cantidad de 1126
En Yolombó se encuentra el árbol (Algarrobo) en una cantidad de 2432
En Belmira se encuentra el árbol (Laurel) en una cantidad de 2210
En San Vicente se encuentra el árbol (Cedro) en una cantidad de 3307
En Santo Domingo se encuentra el árbol (Páramo) en una cantidad de 255
En Vigía del Fuerte se encuentra el árbol (Caucho) en una cantidad de 4216
En Jericó se encuentra el árbol (Cascarillo) en una cantidad de 1555
En Santa Fe de Antioquia se encuentra el árbol (Arrayán) en una cantidad de 2036
En San Vicente se encuentra el árbol (Almendro) en una cantidad de 1198
En Jericó se encuentra el árbol (Guava) en una cantidad de 3682
En San Pedro de Urabá se encuentra el árbol (Guanábana) en una cantidad de 3198
En Tarazá se encuentra el árbol (Nogal) en una cantidad de 2682
En Liborina se encuentra el árbol (Pino) en una cantidad de 3835
En Turbo se encuentra el árbol (Palo de agua) en una cantidad de 2562
En Apartadó se encuentra el árbol (Guayacán) en una cantidad de 1307
En Zaragoza se encuentra el árbol (Bambú) en una cantidad de 2684
En Itagüí se encuentra el árbol (Higuerón) en una cantidad de 597
En San Francisco se encuentra el árbol (Higuerilla) en una cantidad de 1506
En Urrao se encuentra el árbol (Ceiba) en una cantidad de 1793
En San Andrés de Cuerquía se encuentra el árbol (Cilantro de monte) en una cantidad de 4234
En Dabeiba se encuentra el árbol (Tilo) en una cantidad de 466
En Caucasia se encuentra el árbol (Ficus) en una cantidad de 3773
En Guadalupe se encuentra el árbol (Aromo) en una cantidad de 3859
En Carepa se encuentra el árbol (Granadillo) en una cantidad de 1507
En Santa Rosa de Osos se encuentra el árbol (Pino) en una cantidad de 1427
En Argelia se encuentra el árbol (Algarrobo) en una cantidad de 1021
En Abejorral se encuentra el árbol (Aguacate) en una cantidad de 3029
En Turbo se encuentra el árbol (Granadillo) en una cantidad de 3867
En Jericó se encuentra el árbol (Castaño) en una cantidad de 3136
En El Santuario se encuentra el árbol (Guamo) en una cantidad de 1164
En Támesis se encuentra el árbol (Papaya) en una cantidad de 1144
En Yolombó se encuentra el árbol (Higuerilla) en una cantidad de 520
En Abejorral se encuentra el árbol (Jacarandá) en una cantidad de 2701
En San Pedro de Urabá se encuentra el árbol (Tamarindo) en una cantidad de 2803
En Gómez Plata se encuentra el árbol (Palo de agua) en una cantidad de 517
En Copacabana se encuentra el árbol (Candelillo) en una cantidad de 4938
En Santa Fe de Antioquia se encuentra el árbol (Papayo) en una cantidad de 4919
En Valdivia se encuentra el árbol (Algarrobo) en una cantidad de 2471
En Yolombó se encuentra el árbol (Aguacate) en una cantidad de 1044
En Cisneros se encuentra el árbol (Granadillo) en una cantidad de 3327
En Girardota se encuentra el árbol (Arrayán) en una cantidad de 3454
En Chigorodó se encuentra el árbol (Higuerón) en una cantidad de 3724
En Apartadó se encuentra el árbol (Cilantro de monte) en una cantidad de 321
En Apartadó se encuentra el árbol (Guanábana) en una cantidad de 2972
En Ituango se encuentra el árbol (Laurel) en una cantidad de 3162
En Santo Domingo se encuentra el árbol (Guanábana) en una cantidad de 3855
En Apartadó se encuentra el árbol (Ficus) en una cantidad de 2992
En Girardota se encuentra el árbol (Cafeto) en una cantidad de 739
En Jardín se encuentra el árbol (Pital) en una cantidad de 3803
En Nariño se encuentra el árbol (Nogal) en una cantidad de 3789
En Carepa se encuentra el árbol (Cedro) en una cantidad de 3381
En Santa Fe de Antioquia se encuentra el árbol (Pino) en una cantidad de 4743
En Marinilla se encuentra el árbol (Guayacán) en una cantidad de 4397
En Santa Bárbara se encuentra el árbol (Papaya) en una cantidad de 1179
En Dabeiba se encuentra el árbol (Cafeto) en una cantidad de 4059
En Jericó se encuentra el árbol (Mango) en una cantidad de 3321
En Caldas se encuentra el árbol (Yarumo) en una cantidad de 1150
En La Unión se encuentra el árbol (Jacarandá) en una cantidad de 4320
En Donmatías se encuentra el árbol (Arrayán) en una cantidad de 3624
En Vigía del Fuerte se encuentra el árbol (Granadillo) en una cantidad de 2760
En Andes se encuentra el árbol (Eucalipto) en una cantidad de 4305
En La Unión se encuentra el árbol (Candelillo) en una cantidad de 2083
En Apartadó se encuentra el árbol (Guayacán) en una cantidad de 4131
En Vegachí se encuentra el árbol (Cafeto) en una cantidad de 2755
En Sabaneta se encuentra el árbol (Arrayán) en una cantidad de 3867
En Argelia se encuentra el árbol (Palo de agua) en una cantidad de 2154
En Santa Fe de Antioquia se encuentra el árbol (Cuerno de alce) en una cantidad de 4784
En Vegachí se encuentra el árbol (Chorisia) en una cantidad de 2407
En Chigorodó se encuentra el árbol (Cedro) en una cantidad de 533
En Sabaneta se encuentra el árbol (Chingalé) en una cantidad de 3116
En Girardota se encuentra el árbol (Cascarillo) en una cantidad de 1360
En Santo Domingo se encuentra el árbol (Tilo) en una cantidad de 4615
En Guadalupe se encuentra el árbol (Eucalipto) en una cantidad de 2498
En Santo Domingo se encuentra el árbol (Nogal) en una cantidad de 4685
En Nariño se encuentra el árbol (Aguacate) en una cantidad de 3976
En Jericó se encuentra el árbol (Almendro) en una cantidad de 1780
En Medellín se encuentra el árbol (Almendro) en una cantidad de 1658
En Guadalupe se encuentra el árbol (Palo de agua) en una cantidad de 2262
En Santa Fe de Antioquia se encuentra el árbol (Guamo) en una cantidad de 1042
En Puerto Berrío se encuentra el árbol (Roble) en una cantidad de 588
En San Jerónimo se encuentra el árbol (Almendro) en una cantidad de 3269
En Guadalupe se encuentra el árbol (Palo blanco) en una cantidad de 4915
En Valdivia se encuentra el árbol (Algarrobo) en una cantidad de 4829
En Cocorná se encuentra el árbol (Chingalé) en una cantidad de 3247
En La Unión se encuentra el árbol (Bambú) en una cantidad de 3012
En Cisneros se encuentra el árbol (Arrayán) en una cantidad de 1163
